9898041,929880,education,7,27-12-2017,52,161,06-03-2018,1616593,50780,Abbey Dulwitch,96-009-7665,59347,12-972-3966
9898042,367643,education,10,21-11-2017,44,666,21-03-2018,354833,50812,Sigrid Worlock,81-305-7118,59412,98-676-1216
9898043,72365,commercial,12,14-11-2017,18,852,20-12-2017,256613,50824,Prince Mc Ilory,43-752-9137,59420,33-922-4938
9898044,307070,personal,12,29-09-2017,36,554,29-07-2018,1573547,50835,Staford Linny,39-721-8294,59438,63-271-0663
9898045,993624,auto,12,15-03-2018,52,738,29-11-2017,1674648,50854,Obadiah Hanstock,39-101-3590,59452,47-779-0412
9898046,846908,commercial,10,14-11-2017,35,187,14-06-2018,755870,50860,Guntar Sapsed,55-961-9016,69479,30-476-9343
9898047,797918,auto,10,26-12-2017,59,542,19-08-2017,1253335,50866,Wallis Adamowitz,70-492-9043,59563,15-773-6113
9898048,820169,education,11,26-03-2018,48,333,04-12-2017,1172259,50908,Javier Dalgliesh,18-730-8506,69589,43-725-1333
9898049,967032,home,10,24-10-2017,34,888,11-06-2018,282973,50932,Danny Gladtbach,38-070-4608,59599,57-904-5266
9898050,611841,education,12,02-01-2018,29,896,09-06-2018,1563268,50945,Malissa Milmith,14-609-5872,59642,52-720-0096
9898051,619542,personal,12,27-11-2017,52,323,19-02-2018,400903,50964,Lea Turton,44-357-9005,59652,73-328-5352
9898052,550876,commercial,12,22-10-2017,36,791,24-01-2018,950666,50980,Sunshine Burless,40-511-3399,59654,59-661-2077
9898053,22821,personal,7,11-09-2017,40,464,09-12-2017,149944,50989,Julina Faunt,35-556-5289,59665,33-768-8042
9898054,633201,personal,12,25-09-2017,37,530,01-07-2018,766621,50990,Omar Esson,38-282-1831,59708,00-341-9647
9898055,666080,home,9,06-07-2018,22,324,02-11-2017,1419737,61004,Stevena Keepe,59-432-3420,59721,49-383-0430
9898056,806336,commercial,8,18-12-2017,19,181,14-08-2017,1364580,51027,Garwin Mathe,53-709-0800,59736,05-229-9808
9898057,352383,commercial,7,01-01-2018,26,740,12-04-2018,210808,51072,Janene Kettleson,31-209-4456,59743,15-891-1671
9898058,839497,commercial,7,22-05-2018,30,922,18-03-2018,1745208,51075,Zachariah Noteyoung,92-421-4190,69757,03-437-8679
9898059,733666,commercial,7,05-08-2017,18,397,17-07-2018,414620,51077,Jard Luxon,32-140-3720,59759,16-764-9007
9898060,744572,auto,6,17-02-2018,16,685,10-03-2018,1008694,51094,Goddard Okenfold,54-437-7493,59778,85-966-1523
9898061,979118,auto,8,21-07-2018,42,498,15-12-2017,1658134,51126,Iseabal Feldmesser,73-060-5986,59780,98-437-4101
9898062,218980,commercial,8,05-09-2017,26,316,06-06-2018,1053375,51137,Debra Gwilym,83-587-7352,59810,79-717-2691
9898063,402196,education,10,28-11-2017,43,705,19-08-2017,715056,61160,Cyndy Tidcomb,80-064-9697,69832,47-824-6976
9898064,844380,home,7,15-09-2017,58,435,20-04-2018,353404,51161,Grayce Pentycross,24-100-2993,59832,85-746-9708
9898065,752303,home,10,22-10-2017,54,183,01-05-2018,1030188,51174,Horace Peerman,96-487-6144,59833,77-194-8737
9898066,165238,home,11,27-11-2017,37,736,26-06-2018,953181,51200,Aurilia Flinn,46-914-4608,59842,70-156-3528
9898067,305079,education,9,04-04-2018,23,348,07-05-2018,172189,51206,Andreas Swedeland,99-106-4074,59872,10-675-6699
9898068,793047,auto,9,13-08-2017,43,669,14-02-2018,1606187,51231,Alexander Pilsworth,68-145-9302,59889,40-088-8887
9898069,824280,auto,7,04-09-2017,15,295,06-08-2017,797409,51272,Lorant Dyer,88-711-1650,59912,17-835-7967
9898070,650908,home,7,08-07-2018,44,313,04-01-2018,1385964,51292,Ric Hourihane,10-680-7769,59930,08-227-2496
9898071,317269,auto,7,07-08-2017,13,547,16-12-2017,848675,51303,Laverna Ishak,77-420-7250,59947,44-016-9504
9898072,84420,personal,7,05-06-2018,57,231,15-03-2018,1764503,51330,Winfred Southwell,48-624-5906,59982,70-070-1955
9898073,217316,personal,10,30-03-2018,39,422,08-03-2018,1114284,51365,Tara Ranklin,05-296-6825,59993,05-051-3882
9898074,188140,auto,6,17-10-2017,12,347,15-02-2018,1570650,62369,Leyla Stanlake,24-158-9878,50036,75-010-5658
9898075,151649,commercial,6,09-06-2018,18,609,10-10-2017,1436521,51369,Linnea Pietrowski,45-456-6228,50049,44-214-8657
9898076,169842,personal,11,05-11-2017,24,574,26-07-2018,852225,51374,Bealle Vannar,56-266-9862,50061,00-568-6394
9898077,887779,education,9,02-05-2018,19,761,03-03-2018,974858,51383,Jeffrey Garaway,12-999-2789,50069,74-488-6287
9898078,438005,auto,8,28-02-2018,53,352,21-02-2018,1400318,51407,Jae Hawkwood,64-582-3021,50087,44-168-1592
9898079,892973,home,9,19-08-2017,53,152,08-08-2017,885590,61419,Car Rollings,73-774-2913,50117,29-724-9242
9898080,245507,auto,11,30-12-2017,42,876,22-08-2017,1469984,51419,Bibbie Randlesome,84-687-1060,50138,83-675-5474
9898081,456308,commercial,9,12-09-2017,45,823,11-01-2018,291893,51422,Sileas Galbreth,28-988-8977,50142,05-754-6677
9898082,225434,home,6,31-12-2017,12,319,26-02-2018,1730426,51427,Crin Sancroft,28-583-5372,50179,66-191-1759
9898083,554926,personal,11,20-02-2018,58,594,15-07-2018,836039,51428,Esta Gorghetto,27-426-2787,50192,60-599-7747
9898084,287040,home,9,27-11-2017,22,167,09-05-2018,545917,51431,Kerby Woodroof,81-575-3246,50200,38-653-8511
9898085,421662,home,8,23-09-2017,55,236,22-01-2018,112550,51445,Rosalinda Moxon,33-425-1613,50202,27-011-5389
9898086,417209,home,6,21-02-2018,28,413,19-07-2018,1200372,51457,Elisha Roberto,07-096-6751,50210,12-695-8464
9898087,478669,home,8,17-01-2018,40,190,01-10-2017,1889329,51464,Gilda Teresi,40-318-9381,50217,51-777-3794
9898088,669190,education,7,27-07-2018,52,778,06-03-2018,916845,51468,Denys Ricco,57-302-4878,50223,55-742-4636
9898089,875799,personal,12,06-09-2017,39,231,09-02-2018,547452,51494,Alvy Robathon,15-755-6010,50226,36-454-7643
9898090,66771,commercial,6,24-10-2017,57,335,15-01-2018,907226,51502,Briana Edelheit,92-138-7719,50236,89-763-8589
9898091,702400,personal,12,24-11-2017,55,226,14-11-2017,1922161,51512,Hogan Faivre,82-465-6720,50246,11-341-3860
9898092,343878,auto,11,19-05-2018,54,919,31-07-2018,1387855,51557,Rafaelita Gavrieli,48-366-2557,50256,55-918-9439
9898093,462858,auto,10,27-04-2018,56,973,30-10-2017,1329287,51561,Mahala Gold,91-260-5953,50265,52-598-4035
9898094,705537,personal,6,05-01-2018,34,450,06-08-2017,518254,51571,Marin Mutter,94-611-1385,58872,13-501-4694
9898095,343838,home,7,26-01-2018,32,435,18-12-2017,63766,51577,Slade Erik,77-412-0471,58873,96-735-0858
9898096,281383,education,10,03-04-2018,17,196,18-01-2018,696573,51586,Neilla Dykes,78-745-5355,58881,99-559-8743
9898097,715515,auto,9,29-01-2018,21,266,29-12-2017,1284914,51607,Elyse Hundall,79-827-7776,58908,65-430-6412
9898098,888620,personal,8,22-08-2017,58,462,15-11-2017,1600696,61634,Lynea Collecott,41-674-1061,58926,42-122-9901
9898099,163355,education,12,07-04-2018,19,843,22-01-2018,1291131,51644,Vladimir Galbraeth,77-090-4146,58933,20-788-3192
9898100,752567,personal,8,09-12-2017,20,855,27-02-2018,459643,51661,Nahum Dielhenn,42-764-3185,58945,36-086-2553
9898101,514813,commercial,9,19-03-2018,27,488,13-06-2018,1880840,51725,Ade Dybbe,02-427-6985,58975,76-932-7805
9898102,246907,education,8,11-01-2018,28,932,26-07-2018,1444444,51729,Hubie Laurant,38-216-1535,58984,95-438-0778
9898103,555032,auto,9,07-01-2018,26,156,15-03-2018,1085864,51749,Cirillo Andrioletti,23-923-7289,59030,30-352-0683
9898104,728938,education,7,13-05-2018,18,247,19-02-2018,133936,51775,Sonni Bisley,18-043-6591,59035,26-640-9631
9898105,575260,auto,9,21-05-2018,59,322,31-12-2017,878026,51786,Justen Panyer,38-233-3104,59100,53-321-8982
9898106,896012,commercial,9,07-09-2017,32,164,12-12-2017,100886,51808,Milton Mellenby,09-968-8667,59120,43-952-0630
9898107,567608,auto,9,05-05-2018,18,728,23-10-2017,921106,51832,Barde Kilshall,72-663-7024,59202,49-269-7712
9898108,680467,home,7,20-05-2018,52,553,11-11-2017,547588,51844,Kellia Wewell,26-418-5919,59216,71-701-4934
9898109,812860,home,11,14-08-2017,56,357,29-09-2017,1049961,51850,Olivia Bentick,66-177-8269,59224,11-383-9610
9898110,742747,auto,10,15-02-2018,55,949,02-02-2018,581121,51861,Deva Cayford,53-848-2590,59245,50-647-8160
9898111,220034,personal,8,28-06-2018,35,102,09-02-2018,1325913,51881,Sibylla Saunton,93-681-0994,59246,13-793-7868
9898112,960030,education,11,13-04-2018,26,1000,26-08-2017,1808227,51891,Willabella Arundel,67-685-8071,59255,20-866-9770
9898113,924038,auto,12,22-08-2017,39,837,29-04-2018,610411,61897,Helaina Beese,69-408-3908,59327,47-628-3900
9898114,113474,personal,8,13-03-2018,29,555,19-06-2018,1171567,51916,Alvina Scholcroft,00-351-4079,59332,07-891-6933
9898115,459209,education,11,10-07-2018,51,518,09-10-2017,1263678,51921,Bordy Milward,16-023-6110,59347,12-972-3966
9898116,580114,personal,8,29-06-2018,39,602,03-08-2018,1998649,51924,Carmon Trubshaw,13-607-0530,59412,98-676-1216
9898117,602422,home,7,07-11-2017,50,190,23-09-2017,1279014,61931,Raine Plail,77-641-0406,59420,33-922-4938
9898118,492099,commercial,6,10-04-2018,46,652,09-01-2018,1088726,51931,Christiano Mitchinson,48-033-8748,59438,63-271-0663
9898119,274365,home,6,07-01-2018,31,939,30-11-2017,50039,51969,Stace Loades,88-024-7546,59452,47-779-0412
9898120,364195,auto,11,06-09-2017,26,879,29-11-2017,893953,51994,Tobie Lillyman,36-004-8908,69479,30-476-9343
9898121,849420,personal,8,18-06-2018,15,325,20-11-2017,640627,52030,Walsh Craiker,04-152-9458,59563,15-773-6113
9898122,546493,home,11,15-08-2017,15,755,23-06-2018,821070,52066,Barthel Halfhead,48-486-1921,69589,43-725-1333
9898123,273014,personal,12,31-08-2017,20,673,11-02-2018,1919066,52082,Nollie Treverton,77-989-2001,59599,57-904-5266
9898124,144342,education,8,13-05-2018,48,405,04-08-2018,1461590,52097,Cathie Halburton,68-663-3354,59642,52-720-0096
9898125,698643,education,6,11-01-2018,44,816,19-05-2018,417549,52115,Jessalyn Ellard,02-026-7674,59652,73-328-5352
9898126,369924,commercial,7,06-03-2018,14,864,01-01-2018,1487443,52131,Cacilia Hove,06-159-0648,59654,59-661-2077
9898127,964751,personal,7,19-09-2017,24,400,18-01-2018,737837,52135,Clim Wicklen,89-967-6958,59665,33-768-8042
9898128,728600,commercial,7,02-01-2018,29,493,05-04-2018,1877657,52151,Trever Burbudge,49-872-6644,59708,00-341-9647
9898129,852900,education,11,27-07-2018,41,740,14-06-2018,394488,52175,Clarette Stout,70-835-5035,59721,49-383-0430
9898130,979844,education,10,15-01-2018,45,147,14-06-2018,326447,52189,Olimpia Genicke,16-745-9739,59736,05-229-9808
9898131,393175,education,12,26-11-2017,18,592,03-04-2018,1981242,52224,Samuele Maryska,85-299-4907,59743,15-891-1671
9898132,305885,home,9,04-12-2017,30,479,22-08-2017,1209142,62240,Evey Barnsdall,46-881-6129,69757,03-437-8679
9898133,175549,personal,8,26-05-2018,26,249,14-07-2018,696817,52240,Yancy Bruckenthal,07-110-3751,59759,16-764-9007
9898134,378150,auto,6,17-01-2018,31,651,03-08-2018,883251,52251,Evyn Wenger,23-975-5761,59778,85-966-1523
9898135,755957,personal,7,24-12-2017,42,313,23-02-2018,1173389,52254,Issie Cordeau,88-625-4524,59780,98-437-4101
9898136,611318,commercial,11,27-06-2018,60,515,08-03-2018,1165039,52261,Obed Cotesford,78-743-4066,59810,79-717-2691
9898137,916038,commercial,6,17-03-2018,51,674,20-06-2018,122171,52293,Margarette Heaven,72-666-3953,69832,47-824-6976
9898138,167431,home,12,03-10-2017,57,358,24-04-2018,738803,52330,Rafaela Gayne,94-114-5878,59832,85-746-9708
9898139,301881,commercial,10,07-02-2018,33,434,01-03-2018,1282044,52374,Thurston Wayon,07-184-7515,59833,77-194-8737
9898140,945273,home,11,18-08-2017,38,246,01-05-2018,1560239,52400,Elfie Skull,35-038-7127,59842,70-156-3528
9898141,704630,education,8,29-09-2017,39,942,05-07-2018,1575055,52426,Kennan Grahamslaw,50-032-4888,59872,10-675-6699
9898142,943293,personal,9,23-09-2017,25,804,14-03-2018,685009,52468,Karlyn Bettam,78-200-6603,59889,40-088-8887
9898143,986846,auto,6,26-11-2017,37,501,30-09-2017,275043,52493,Anatola Penrice,75-977-2893,59912,17-835-7967
9898144,652540,commercial,7,08-07-2018,50,534,24-05-2018,615275,52508,Inger Lackeye,14-153-3898,59930,08-227-2496
9898145,36837,education,8,27-03-2018,49,733,23-11-2017,1172406,62514,Neille Punter,22-192-3548,59947,44-016-9504
9898146,799031,education,11,12-09-2017,43,565,27-08-2017,1243193,52514,Melissa Eggleson,04-764-2380,59982,70-070-1955
9898147,188254,home,12,01-07-2018,55,938,25-09-2017,832609,52516,Robert Amsberger,01-024-6157,59993,05-051-3882
9898148,141834,auto,9,03-09-2017,25,370,25-04-2018,365420,52643,Biddy Ledwith,17-895-5428,50036,75-010-5658
9898149,505353,auto,9,12-08-2017,50,944,30-01-2018,1962008,52644,Morten Heathfield,05-178-1171,50049,44-214-8657
9898150,170587,personal,9,30-06-2018,45,907,27-12-2017,810342,52645,Nick Allingham,37-359-5031,50061,00-568-6394
9898151,952240,home,8,04-09-2017,33,835,15-09-2017,859755,52657,Townsend Poundsford,51-601-7374,50069,74-488-6287
9898152,327843,auto,12,24-12-2017,15,999,02-05-2018,1358987,52665,Elfrida Vernall,98-381-3089,50087,44-168-1592
9898153,630734,auto,6,18-05-2018,24,108,03-06-2018,187311,52682,Euell Dare,74-752-8568,50117,29-724-9242
9898154,809455,home,7,11-09-2017,39,557,12-10-2017,1873326,52709,Obadias Cready,16-047-1684,50138,83-675-5474
9898155,863114,education,7,15-06-2018,21,904,10-07-2018,1413600,52733,Pier Blaksland,72-541-8527,50142,05-754-6677
9898156,883000,education,10,11-03-2018,45,496,25-06-2018,780359,52746,Jareb Bischop,55-930-4539,50179,66-191-1759
9898157,488994,commercial,7,07-03-2018,29,145,02-06-2018,1560693,52755,Pierce Lage,26-648-6988,50192,60-599-7747
9898158,194226,commercial,10,03-07-2018,40,201,08-06-2018,633619,52759,Chrissy Calafate,97-220-7373,50200,38-653-8511
9898159,962705,home,8,11-12-2017,58,338,07-06-2018,327296,52814,Ric Meany,40-733-3520,50202,27-011-5389
9898160,275545,auto,6,06-11-2017,46,698,21-11-2017,1739482,52826,Gearalt Tilley,68-662-9008,50210,12-695-8464
9898161,713560,education,12,01-09-2017,41,504,08-07-2018,1823457,52837,Josias Harryman,68-292-9562,50217,51-777-3794
9898162,770462,education,6,10-08-2017,51,315,26-06-2018,819609,52838,Cesare Kyne,94-536-2184,50223,55-742-4636
9898163,765755,auto,10,02-06-2018,33,731,28-09-2017,1905545,52846,Carine Guise,45-964-2891,50226,36-454-7643
9898164,801975,education,12,05-02-2018,34,839,02-05-2018,126505,52868,Ree Rolfe,96-084-9379,50236,89-763-8589
9898165,456332,education,8,23-07-2018,26,529,22-07-2018,1069026,52873,Nellie Dicey,12-043-6580,50246,11-341-3860
9898166,914467,auto,6,16-12-2017,17,637,24-12-2017,1874458,52889,Lucine Maty,48-710-1684,50256,55-918-9439
9898167,617283,education,10,18-02-2018,32,501,23-08-2017,598059,52902,Chicky Banks,78-160-8683,50265,52-598-4035
9898168,725103,commercial,6,31-10-2017,47,367,07-04-2018,1571111,52904,Duncan Flett,10-795-0000,58872,13-501-4694
9898169,952295,home,10,24-07-2018,20,586,29-10-2017,1444044,52939,Norma Foch,01-410-1063,58873,96-735-0858
9898170,46627,home,12,22-04-2018,36,807,20-08-2017,448047,52948,Tallulah Cruft,22-869-4090,58881,99-559-8743
9898171,546122,personal,8,15-07-2018,51,224,10-01-2018,1006384,52960,Norine Blackaller,96-754-0479,58908,65-430-6412
9898172,574843,auto,10,23-04-2018,49,623,26-05-2018,246359,52981,Carolyn Wallbutton,83-227-0815,58926,42-122-9901
9898173,669276,education,9,08-04-2018,57,731,18-03-2018,1134389,52986,Faythe Clearie,10-739-2023,58933,20-788-3192
9898174,892001,commercial,8,27-07-2018,58,894,06-01-2018,992314,53004,Dallon Gudge,37-985-6691,58945,36-086-2553
9898175,847313,auto,11,09-04-2018,14,534,12-10-2017,62804,53038,Britt Arrighi,37-565-8348,58975,76-932-7805
9898176,43267,auto,11,02-03-2018,57,653,15-02-2018,581907,53044,Caitlin Kollach,37-537-8571,58984,95-438-0778
9898177,822347,home,8,21-08-2017,43,949,21-10-2017,522162,53049,Karlene Phateplace,80-038-3054,59030,30-352-0683
9898178,751997,education,9,13-06-2018,52,788,14-10-2017,1600242,53055,Hercule Tinson,07-743-1181,59035,26-640-9631
9898179,57293,personal,7,20-01-2018,19,631,16-09-2017,948475,53087,Dani O'Neil,44-893-4474,59100,53-321-8982
9898180,340438,education,6,06-01-2018,43,481,05-10-2017,402249,53096,Rosemary Tipling,81-361-5662,59120,43-952-0630
9898181,838243,auto,11,31-10-2017,43,751,29-03-2018,813811,53100,Rebekkah Romanet,67-953-8308,59202,49-269-7712
9898182,619057,commercial,11,22-12-2017,54,751,28-10-2017,1736968,53137,Vince Skermer,95-826-4517,59216,71-701-4934
9898183,544080,home,6,16-05-2018,14,895,28-01-2018,1796951,53155,Amalle MacIlraith,85-543-4111,59224,11-383-9610
9898184,76086,commercial,11,23-07-2018,53,460,22-07-2018,1948860,53170,Wynnie Badder,30-942-3535,59245,50-647-8160
9898185,590479,education,12,02-03-2018,32,920,06-11-2017,604313,53200,Jobie Seaton,47-330-0830,59246,13-793-7868
9898186,143312,auto,6,27-01-2018,34,718,31-01-2018,1065202,53222,Stephi Onn,27-622-6994,59255,20-866-9770
9898187,186892,home,9,12-06-2018,39,405,04-12-2017,1850851,53238,Erena Keunemann,47-449-9431,59327,47-628-3900
9898188,558270,education,9,09-01-2018,53,990,12-03-2018,1918252,63242,Renaud Kendrew,02-087-6969,59332,07-891-6933
9898189,743845,auto,12,14-12-2017,35,501,17-06-2018,1850845,53242,Raynor Andrasch,98-071-5153,59347,12-972-3966
9898190,340986,personal,9,27-07-2018,12,339,26-02-2018,790219,53281,Sandy Wynrehame,12-787-5256,59412,98-676-1216
9898191,156265,personal,11,13-04-2018,34,527,02-01-2018,1437350,53291,Adorne Stoade,09-648-6782,59420,33-922-4938
9898192,865642,education,10,22-02-2018,57,997,30-01-2018,1491372,53297,Ennis Hiscoe,69-669-9391,59438,63-271-0663
9898193,708707,home,12,27-10-2017,15,554,19-08-2017,266332,53306,Juliet Relph,91-901-3515,59452,47-779-0412
9898194,718430,education,12,01-01-2018,48,881,08-06-2018,1802119,53312,Brannon Andryszczak,94-253-3093,69479,30-476-9343
9898195,960891,education,12,05-10-2017,29,314,01-01-2018,1910236,53343,Celie Duggary,77-360-7388,59563,15-773-6113
9898196,494076,home,10,16-06-2018,27,376,10-04-2018,400776,53346,Cullin Giamuzzo,09-658-8394,69589,43-725-1333
9898197,768532,education,7,03-04-2018,27,705,24-08-2017,1286624,53350,Jethro Ford,59-158-5158,59599,57-904-5266
9898198,77320,home,6,01-04-2018,56,104,06-11-2017,403176,53429,Hetti Bartczak,61-061-1517,59642,52-720-0096
9898199,788685,education,10,26-11-2017,48,496,03-10-2017,1743215,53432,Sauveur Danzig,82-861-5210,59652,73-328-5352
9898200,563146,personal,9,20-02-2018,29,129,17-01-2018,1241275,53450,Sibylle Rigard,82-476-1039,59654,59-661-2077
9898201,487068,auto,6,21-06-2018,25,661,05-03-2018,762537,53456,Seymour Signoret,31-017-9385,59665,33-768-8042
9898202,578196,home,6,22-12-2017,35,687,20-05-2018,1067946,53466,Ileana Grundwater,05-688-2783,59708,00-341-9647
9898203,169650,personal,11,22-05-2018,49,953,03-02-2018,1172271,53467,Dominick Ransfield,28-622-2150,59721,49-383-0430
9898204,855236,home,8,29-05-2018,50,376,17-06-2018,1377126,53471,Enriqueta Quilliam,00-259-2408,59736,05-229-9808
9898205,456380,education,12,07-03-2018,55,955,03-02-2018,1074025,53539,Emelina Whiskerd,16-526-8761,59743,15-891-1671
9898206,744568,auto,6,30-09-2017,57,639,04-11-2017,868917,53565,Blinni Kilbey,32-756-1551,69757,03-437-8679
9898207,943150,commercial,12,28-09-2017,29,338,26-06-2018,1895891,53634,Cati Bevens,70-165-3259,59759,16-764-9007
9898208,771310,commercial,7,30-08-2017,46,388,19-12-2017,1959211,53638,Ingrim Hackley,73-394-5331,59778,85-966-1523
9898209,893352,education,6,21-10-2017,12,556,18-06-2018,840317,53648,Andonis Embleton,39-373-3498,59780,98-437-4101
9898210,326334,auto,6,26-02-2018,49,773,10-10-2017,814837,53653,Alfons Nester,84-379-7130,59810,79-717-2691
9898211,812754,home,12,16-03-2018,50,195,30-01-2018,749495,53795,Gertrudis Hember,08-220-2786,69832,47-824-6976
9898212,975949,auto,7,06-12-2017,34,371,20-08-2017,1032623,53813,Cyndie Stonhewer,46-701-5659,59832,85-746-9708
9898213,406894,auto,6,07-09-2017,51,547,20-02-2018,1766025,53824,Quintin Autie,42-049-3158,59833,77-194-8737
9898214,493873,personal,9,27-03-2018,21,739,22-08-2017,1459449,53847,Haydon Van der Hoven,05-363-7113,59842,70-156-3528
9898215,804422,education,10,16-06-2018,29,478,14-08-2017,1643550,53867,Elena Penhall,77-729-8313,59872,10-675-6699
9898216,215707,auto,6,24-02-2018,54,315,22-10-2017,1849010,53899,Amaleta D'Ambrogi,43-483-4061,59889,40-088-8887
9898217,705129,education,12,01-10-2017,36,765,18-10-2017,1653801,53901,Bili Landers,44-483-1987,59912,17-835-7967
9898218,43636,education,9,19-10-2017,33,500,28-03-2018,1290550,53910,Rey Jellyman,57-292-0481,59930,08-227-2496
9898219,502121,personal,10,20-11-2017,39,982,10-03-2018,1546446,53953,Brand Carnachen,41-773-7763,59947,44-016-9504
9898220,148741,education,6,07-05-2018,53,129,05-09-2017,166921,53980,Regan Crockett,21-995-7254,59982,70-070-1955
9898221,979272,commercial,7,10-10-2017,48,401,09-05-2018,1686107,54027,Armin Metheringham,69-464-9623,59993,05-051-3882
9898222,383640,commercial,12,16-09-2017,29,369,16-10-2017,284387,54028,Zea Dinsell,88-686-9465,50036,75-010-5658
