3311257,05-12-2019,TRUE,53674,jcb,odio consequat,,50580,Lonnard Gersam,,55-961-8858,primary,1038
3311258,28-11-2018,FALSE,76512,visa,a pede posuere nonummy,,50597,Dominica Tremblett,,35-800-1373,primary,1039
3311259,28-04-2022,TRUE,95904,diners-club-enroute,a libero nam dui,,50606,Caryl Wardrop,,35-168-1468,primary,1040
3311260,23-06-2022,TRUE,82748,mastercard,risus praesent lectus,,50632,Libbi Galway,,34-057-8789,primary,1041
3311261,30-11-2021,FALSE,92844,maestro,praesent id massa id,,50635,Annora Bracci,,48-068-6026,primary,1042
3311262,30-08-2019,TRUE,92170,jcb,imperdiet nullam orci,,50679,Sherilyn Farquharson,,88-469-3280,primary,1043
3311263,26-01-2019,FALSE,74247,maestro,sit amet turpis elementum,,50691,Tommy Ashby,,74-565-3031,primary,1044
3311264,18-09-2018,TRUE,78478,jcb,nisi eu,,50700,Bertie Lacoste,,78-333-8694,primary,1045
3311265,16-11-2018,TRUE,82252,jcb,ultrices aliquet,,60714,Ced Russan,,27-591-8826,primary,1046
3311266,27-11-2019,TRUE,77067,visa-electron,tempus semper est,,50760,Karalee Martyns,,37-814-0381,primary,1047
3311267,09-02-2022,FALSE,95719,americanexpress,sapien quis libero nullam,,50772,Fulvia Drewery,,56-504-3448,primary,1048
3311268,04-12-2021,FALSE,83725,jcb,ultrices vel,,64777,Barron Grassot,,20-462-3446,primary,1049
3311269,27-10-2021,TRUE,95176,jcb,mi sit amet lobortis,,60777,Jacquenette Labet,,45-474-8635,primary,1050
3311270,05-10-2018,FALSE,81545,china-unionpay,vitae nisi nam ultrices,,50801,Deirdre Gingel,,93-364-4683,primary,1051
3311271,21-07-2019,FALSE,96603,jcb,dis parturient montes nascetur,,50819,Shalne Swadon,,50-981-4572,primary,1052
3311272,29-10-2018,FALSE,77106,jcb,elementum eu,,50912,Mel Chesterfield,,95-472-6817,primary,1053
3311273,19-01-2022,FALSE,83222,jcb,ultrices vel,,50924,Nikolia Rizzardo,,01-868-9246,primary,1054
3311274,21-05-2020,TRUE,59618,visa,orci luctus et ultrices,,50926,Fielding Christauffour,,39-270-0135,primary,1055
3311275,25-02-2022,FALSE,69599,visa-electron,lacus morbi sem mauris,,50949,Piotr Maciejewski,,25-039-7429,primary,1056
3311276,05-08-2021,TRUE,89966,diners-club-carte-blanche,fusce congue diam id,,50951,Camille Frantsev,,02-993-1461,primary,1057
3311277,27-12-2020,FALSE,79323,visa-electron,maecenas rhoncus aliquam,,50958,Sybille Edgler,,54-523-5215,primary,1058
3311278,11-07-2019,FALSE,84664,jcb,quisque porta volutpat,,50961,Melony Pitchford,,00-936-1755,primary,1059
3311279,19-04-2020,TRUE,76874,jcb,in consequat,,50995,Sutherland Paulino,,97-924-5473,primary,1060
3311280,07-03-2019,TRUE,91169,china-unionpay,porta volutpat quam,,51004,Merla Benettini,,86-192-2955,primary,1061
3311281,13-07-2022,TRUE,79472,diners-club-enroute,ut massa volutpat,,51025,Mariska Bridges,,18-678-2255,primary,1062
3311282,22-07-2019,FALSE,72294,china-unionpay,lobortis convallis tortor risus,,51071,Vanni Pawsey,,63-826-7301,primary,1063
3311283,29-03-2020,FALSE,62687,jcb,etiam faucibus cursus,,51081,Sonya Pineaux,,38-825-3435,primary,1064
3311284,14-02-2021,TRUE,70772,diners-club-enroute,sapien quis libero,,51097,Kyle Cullinan,,51-716-9797,primary,1065
3311285,02-12-2019,TRUE,82540,switch,nec euismod scelerisque quam,,61102,Janey Tithecote,,68-838-9572,primary,1066
3311286,12-11-2018,TRUE,66530,laser,id justo sit amet,,51102,Thomasina Emblen,,79-859-1079,primary,1067
3311287,22-04-2019,TRUE,82543,switch,eget massa tempor,,51160,Shauna Labbey,,86-422-6840,primary,1068
3311288,16-09-2021,TRUE,67641,visa-electron,potenti nullam porttitor,,51213,Ruthann Vanderson,,60-560-7395,primary,1069
3311289,10-01-2021,TRUE,69131,jcb,id justo sit amet,,51218,Mahmud Pflieger,,96-415-8589,primary,1070
3311290,24-08-2018,FALSE,72952,jcb,sodales sed,,51252,Odele Sleightholme,,35-205-3562,primary,1071
3311291,12-09-2021,TRUE,69199,diners-club-enroute,nunc commodo,,51328,Olenka McCarrick,,77-222-2108,primary,1072
3311292,26-02-2020,TRUE,55623,americanexpress,eu nibh,,51389,Marcus Harsnep,,82-972-2019,primary,1073
3311293,14-03-2021,FALSE,52637,jcb,sit amet,,51463,Carmon Colecrough,,05-168-8877,primary,1074
3311294,31-08-2018,FALSE,84905,solo,est donec odio justo,,51516,Vivianna Livesay,,61-969-0204,primary,1075
3311295,19-04-2022,TRUE,86748,jcb,tellus nulla ut erat,,51518,Cleon Vallantine,,55-096-1308,primary,1076
3311296,05-11-2020,TRUE,59901,diners-club-enroute,amet cursus,,51543,Gwendolin Duer,,23-163-1647,primary,1077
3311297,07-11-2020,TRUE,62169,mastercard,aliquet at feugiat non,,51565,Kaia Atherley,,81-512-5780,primary,1078
3311298,09-03-2020,TRUE,78810,maestro,duis ac nibh,,51601,Francklin Slewcock,,73-383-9287,primary,1079
3311299,27-08-2019,FALSE,84375,jcb,tempor convallis nulla neque,,51623,Ladonna Bounds,,70-233-3965,primary,1080
3311300,02-07-2020,FALSE,68160,china-unionpay,et tempus,,51634,Umeko Cordero,,12-366-3787,primary,1081
3311301,25-03-2019,TRUE,59358,jcb,venenatis turpis,,51651,Lark Finci,,59-109-3551,primary,1082
3311302,26-06-2022,TRUE,71061,jcb,odio odio,,51665,Carolan Telega,,76-533-1511,primary,1083
3311303,26-03-2020,TRUE,68688,jcb,orci mauris lacinia sapien,,51668,Cecile Brandoni,,68-571-9965,primary,1084
3311304,25-08-2019,FALSE,71441,jcb,dolor sit amet,,51681,Davis Philipson,,20-697-2961,primary,1085
3311305,12-08-2021,TRUE,50792,jcb,praesent id,,51706,Eugine Service,,27-430-0451,primary,1086
3311306,21-04-2022,FALSE,86260,bankcard,at nibh,,51718,Alikee Knevet,,37-577-0825,primary,1087
3311307,17-01-2019,TRUE,91786,americanexpress,tortor quis turpis sed,,51724,Daria Gracey,,39-710-8449,primary,1088
3311308,10-07-2020,TRUE,53095,jcb,ac consequat metus,,51744,Jenica Adacot,,96-004-6611,primary,1089
3311309,24-03-2022,TRUE,92225,jcb,a suscipit nulla elit,,51745,Leia Favill,,42-692-8122,primary,1090
3311310,19-05-2019,TRUE,65733,americanexpress,in quam fringilla rhoncus,,51801,Mitzi Quarterman,,06-264-7580,primary,1091
3311311,21-04-2021,TRUE,91701,china-unionpay,est risus auctor,,51814,Nanni Roffey,,59-340-5985,primary,1092
3311312,02-01-2019,FALSE,66908,jcb,ultrices mattis,,51816,Luisa Giacometti,,58-755-3511,primary,1093
3311313,24-05-2019,FALSE,83555,jcb,orci vehicula condimentum,,51829,Uriah Hardesty,,36-016-3881,primary,1094
3311314,10-05-2019,TRUE,99136,jcb,duis bibendum felis sed,,51830,Gleda Wyche,,84-320-2605,primary,1095
3311315,14-11-2021,FALSE,99134,china-unionpay,mi sit,,51831,Darryl Toner,,48-442-0081,primary,1096
3311316,20-05-2021,FALSE,55252,jcb,semper sapien,,51839,Faina Munkley,,27-692-6896,primary,1097
3311317,11-01-2021,FALSE,77952,maestro,purus phasellus,,51845,Helen Cubbon,,65-266-1688,primary,1098
3311318,10-08-2021,FALSE,70444,americanexpress,hac habitasse platea dictumst,,51854,Dore Fells,,01-805-4483,primary,1099
3311319,12-03-2021,TRUE,86726,china-unionpay,proin leo,,51865,Ronnie Worral,,04-597-3394,primary,1100
3311320,12-10-2020,TRUE,80096,jcb,in est risus,,51885,Korey Bantham,,63-276-5954,primary,1101
3311321,13-04-2022,FALSE,53190,diners-club-enroute,dis parturient,,51897,Ingamar Porcas,,90-458-4023,primary,1102
3311322,02-09-2021,TRUE,93306,jcb,massa quis,,51908,Mirabel Hampshire,,57-250-3815,primary,1103
3311323,01-01-2022,FALSE,58566,diners-club-enroute,facilisi cras non velit,,51918,Robinia Plumridge,,53-468-6856,primary,1104
3311324,20-11-2018,FALSE,74208,jcb,adipiscing molestie hendrerit,,51934,Sarge Stoggles,,49-107-9152,primary,1105
3311325,25-12-2018,FALSE,67514,jcb,at velit eu,,51988,Harriott Kingsnode,,77-333-1931,primary,1106
3311326,01-10-2021,FALSE,50401,bankcard,aliquam convallis nunc proin,,51998,Tremain Paulitschke,,43-873-0914,primary,1107
3311327,13-03-2020,FALSE,85152,visa-electron,est quam pharetra,,52029,Gilburt Edsell,,42-857-1199,primary,1108
3311328,23-04-2020,FALSE,55087,visa-electron,massa quis augue,,52061,Ezra Patterson,,39-836-5242,primary,1109
3311329,14-06-2019,TRUE,76086,jcb,non quam nec dui,,52074,Aline Becerro,,82-241-1312,primary,1110
3311330,09-06-2022,TRUE,74502,jcb,ac enim in tempor,,52086,Ellswerth Pickerin,,72-522-9149,primary,1111
3311331,22-10-2018,FALSE,78823,diners-club-enroute,convallis nunc proin,,52094,Trumaine Bate,,83-587-3663,primary,1112
3311332,04-05-2021,FALSE,56501,china-unionpay,suscipit ligula in lacus,,52102,Antonina Blackborn,,52-852-5012,primary,1113
3311333,16-04-2020,TRUE,71191,diners-club-international,sed vel enim,,52114,Gene Ashton,,45-320-2405,primary,1114
3311334,15-12-2019,FALSE,63201,diners-club-enroute,natoque penatibus et magnis,,52137,Anett Greave,,12-129-5121,primary,1115
3311335,02-06-2021,TRUE,54249,americanexpress,ipsum primis in,,52167,Joanna Sowten,,56-325-5079,primary,1116
3311336,25-08-2018,TRUE,98784,jcb,porttitor lacus,,52217,Livvyy Blacket,,13-597-0087,primary,1117
3311337,26-09-2019,FALSE,73493,china-unionpay,at velit,,52221,Richy Guerriero,,19-011-8228,primary,1118
3311338,26-05-2020,TRUE,83102,jcb,dictumst maecenas ut,,52230,Boote Barhims,,51-745-8905,primary,1119
3311339,05-04-2021,FALSE,80872,solo,magna bibendum,,52279,Shea Benaine,,05-824-6261,primary,1120
3311340,09-08-2020,FALSE,66724,jcb,lacinia aenean sit amet,,62285,Valaree Saing,,13-353-5986,primary,1121
3311341,12-09-2019,TRUE,86871,diners-club-carte-blanche,nibh in quis justo,,52285,Reinold Kirrage,,87-446-5521,primary,1122
3311342,12-08-2018,TRUE,50597,jcb,luctus et ultrices,,52300,Bryan Bartolini,,13-291-6022,primary,1123
3311343,07-11-2018,TRUE,59822,switch,cubilia curae donec,,52308,Beau Harbison,,39-054-0526,primary,1124
3311344,03-06-2020,FALSE,65574,americanexpress,nam dui proin leo,,62374,Morty Travis,,76-192-0307,primary,1125
3311345,09-06-2021,TRUE,64542,jcb,odio elementum eu interdum,,52384,Lian Alfonsetti,,36-724-6858,primary,1126
3311346,24-10-2020,FALSE,77544,jcb,lacus morbi sem,,52421,Camella Beach,,49-536-9635,primary,1127
3311347,08-11-2020,FALSE,75120,bankcard,consequat ut,,52422,Carla Throughton,,05-698-8673,primary,1128
3311348,09-11-2018,TRUE,72846,visa-electron,sit amet,,52435,Gabbie Lindenboim,,10-463-5459,primary,1129
3311349,02-03-2022,TRUE,76252,china-unionpay,sodales sed tincidunt eu,,52470,Emeline Flower,,28-820-7472,primary,1130
3311350,23-12-2021,FALSE,85567,maestro,eu magna vulputate luctus,,52518,Jacinta Mc Andrew,,92-376-5943,primary,1131
3311351,25-10-2019,FALSE,80104,jcb,congue vivamus metus,,52560,Massimo Kermath,,68-148-7598,primary,1132
3311352,25-08-2019,FALSE,76752,jcb,amet consectetuer adipiscing elit,,52591,Miner Gossling,,39-092-2675,primary,1133
3311353,31-05-2020,FALSE,85362,diners-club-enroute,condimentum curabitur in,,52609,Oneida Greaves,,67-554-9728,primary,1134
3311354,05-02-2022,TRUE,73725,jcb,consectetuer adipiscing,,62709,Ade Rosenstiel,,86-282-9065,primary,1135
3311355,24-05-2020,TRUE,59860,mastercard,in purus,,52727,Temp Upchurch,,85-659-9425,primary,1136
3311356,09-05-2019,TRUE,92273,visa-electron,habitasse platea,,52740,Emelia Dalliston,,63-085-3115,primary,1137
3311357,12-07-2021,FALSE,93400,americanexpress,ac enim in,,52763,Charmion Wardrop,,90-701-3551,primary,1138
3311358,19-01-2019,TRUE,85124,visa-electron,ut erat id mauris,,52793,Jolene Crust,,84-004-4548,primary,1139
3311359,24-09-2021,TRUE,52746,diners-club-enroute,sed tristique in,,52794,Adey O'Scollee,,29-590-3549,primary,1140
3311360,28-03-2020,TRUE,53644,diners-club-carte-blanche,vel pede,,52806,Katherina Dollard,,86-788-6970,primary,1141
3311361,17-09-2019,FALSE,56983,mastercard,vestibulum ante ipsum primis,,52872,Pepito Haime,,01-007-4570,primary,1142
3311362,18-12-2020,TRUE,92051,mastercard,est et,,52878,Christopher Pighills,,66-119-8590,primary,1143
3311363,12-07-2020,TRUE,89387,visa-electron,at vulputate vitae,,52887,Gennifer Woolland,,37-167-5489,primary,1144
3311364,23-07-2022,TRUE,66783,visa,porttitor lacus at turpis,,52888,Jeannette Bogaert,,24-287-9686,primary,1145
3311365,19-01-2022,FALSE,80882,jcb,lacus purus aliquet at,,52894,Yasmin Wimlet,,36-332-0620,primary,1146
3311366,13-05-2019,TRUE,80655,jcb,proin at turpis,,52898,Stanislaus Weond,,48-480-6578,primary,1147
3311367,11-08-2018,TRUE,87600,jcb,lacus morbi sem,,52914,Olivie Sands-Allan,,68-394-3167,primary,1148
3311368,12-05-2019,FALSE,60707,jcb,pellentesque quisque porta,,52923,Shay Biddles,,45-993-7154,primary,1149
3311369,17-08-2019,TRUE,83923,mastercard,amet turpis elementum,,52975,Norene Videan,,85-654-6629,primary,1150
3311370,23-12-2021,FALSE,66149,diners-club-enroute,ut dolor morbi vel,,52988,Gallard Pickles,,30-883-0305,primary,1151
3311371,25-03-2019,TRUE,72874,solo,nunc proin at,,52991,Letisha McHaffy,,08-204-7453,primary,1152
3311372,08-10-2018,FALSE,63851,mastercard,a odio in hac,,53040,Joseito Casham,,51-419-4346,primary,1153
3311373,25-10-2019,TRUE,66999,china-unionpay,tempus vel pede morbi,,53041,Katusha Spyvye,,81-444-5704,primary,1154
3311374,25-10-2020,TRUE,91721,maestro,lobortis est phasellus sit,,53052,Cacilie Paxton,,91-679-4755,primary,1155
3311375,24-11-2020,TRUE,98549,mastercard,primis in faucibus,,53082,Adiana Richfield,,21-761-3228,primary,1156
3311376,05-05-2022,FALSE,91782,mastercard,rutrum ac lobortis,,53098,Maegan Kilcoyne,,54-469-5493,primary,1157
3311377,01-09-2021,FALSE,63097,jcb,pede ullamcorper augue,,53114,Lothaire Tolland,,58-401-5432,primary,1158
3311378,11-02-2020,TRUE,88286,jcb,vehicula condimentum curabitur in,,53158,Ingeberg Gason,,26-730-1876,primary,1159
3311379,09-11-2021,FALSE,87488,jcb,parturient montes nascetur ridiculus,,53169,Torre Presley,,85-096-2314,primary,1160
3311380,22-11-2018,TRUE,79184,jcb,nisi volutpat,,53192,Serge Sibthorpe,,83-797-5732,primary,1161
3311381,27-11-2019,TRUE,99603,jcb,cubilia curae duis,,53204,Boyd Puckring,,22-188-7116,primary,1162
3311382,07-12-2018,FALSE,95058,switch,lacus purus aliquet at,,53246,Odette Eary,,44-404-3672,primary,1163
3311383,26-07-2021,FALSE,70250,visa,id turpis,,53268,Odelinda Prinett,,27-915-3368,primary,1164
3311384,30-08-2018,TRUE,63410,mastercard,tortor sollicitudin mi sit,,53289,Joyann Andriuzzi,,90-618-7098,primary,1165
3311385,01-11-2018,TRUE,65032,visa,in faucibus orci luctus,,53311,Maxwell Jackett,,59-886-8853,primary,1166
3311386,14-07-2021,TRUE,85722,diners-club-enroute,in est risus,,53328,Rutter Gavahan,,80-562-5799,primary,1167
3311387,30-05-2021,FALSE,94836,maestro,semper interdum mauris,,53347,Reggie Puzey,,73-951-1092,primary,1168
3311388,21-10-2019,TRUE,92649,jcb,pellentesque ultrices,,53376,Corny Hazel,,97-727-5599,primary,1169
3311389,16-01-2021,TRUE,72670,jcb,turpis eget,,53400,My Etienne,,46-442-2196,primary,1170
3311390,01-05-2022,FALSE,58421,bankcard,suspendisse ornare consequat lectus,,53446,Anestassia Hornung,,77-521-5944,primary,1171
3311391,01-10-2019,FALSE,63666,visa-electron,lectus vestibulum quam sapien,,53482,Corry Heggman,,13-011-7766,primary,1172
3311392,15-08-2018,TRUE,60536,laser,luctus et ultrices posuere,,53483,Fredericka Statefield,,19-821-0580,primary,1173
3311393,26-02-2021,FALSE,53703,visa-electron,ipsum aliquam non,,53495,Leanora Matushevitz,,09-407-5207,primary,1174
3311394,21-07-2021,TRUE,50693,jcb,curae nulla dapibus dolor,,53502,Shane O'Tuohy,,79-359-9051,primary,1175
3311395,31-07-2022,FALSE,91280,jcb,nisl ut volutpat,,53577,Kaylyn Rosso,,13-550-5925,primary,1176
3311396,15-12-2018,FALSE,56570,jcb,odio in hac habitasse,,53580,Templeton Benion,,92-990-5117,primary,1177
3311397,15-10-2020,TRUE,83445,jcb,magna vulputate luctus,,53598,Gabriello Puddephatt,,42-918-5749,primary,1178
3311398,06-04-2021,FALSE,96256,mastercard,vestibulum ante,,53607,Everett Raisher,,81-580-2468,primary,1179
3311399,21-09-2018,TRUE,60001,americanexpress,cras non velit,,53656,Jeana Fewster,,42-176-7140,primary,1180
3311400,02-04-2022,TRUE,66504,china-unionpay,a nibh,,53661,Willa Senecaut,,86-562-9868,primary,1181
3311401,19-03-2020,TRUE,87074,china-unionpay,nascetur ridiculus,,53670,Ally Taig,,43-643-4730,primary,1182
3311402,29-05-2022,TRUE,55016,mastercard,duis mattis egestas,,53736,Gerrie Widdall,,19-977-4301,primary,1183
3311403,11-03-2019,TRUE,59577,bankcard,quisque arcu,,53761,Booth Fulks,,98-399-3427,primary,1184
3311404,13-11-2021,TRUE,98342,americanexpress,ut rhoncus,,53788,Denys Cloake,,54-102-4895,primary,1185
3311405,24-08-2019,FALSE,64806,jcb,morbi sem mauris laoreet,,63795,Joel Bibey,,79-568-0274,primary,1186
3311406,02-11-2021,FALSE,87356,jcb,odio in,,53814,Tam Ahren,,94-316-0132,primary,1187
3311407,10-03-2019,TRUE,79657,jcb,donec posuere metus vitae,,53868,Ricky Royston,,62-283-4887,primary,1188
3311408,14-03-2020,FALSE,57435,jcb,vehicula condimentum curabitur in,,53871,Even Mathelon,,70-104-2016,primary,1189
3311409,24-08-2019,FALSE,59859,jcb,pede justo lacinia,,53875,Lexie Issit,,58-732-1648,primary,1190
3311410,09-06-2021,FALSE,70600,switch,non sodales sed,,53877,Elia Clemmen,,07-637-7754,primary,1191
3311411,14-06-2022,TRUE,94530,solo,sed accumsan felis ut,,53888,Garrard Pollastro,,35-421-1991,primary,1192
3311412,29-06-2020,TRUE,91683,jcb,amet justo,,63919,Dag Blacker,,38-646-1041,primary,1193
3311413,22-10-2018,TRUE,94857,visa-electron,risus dapibus augue vel,,53919,Korella Medgewick,,12-072-0203,primary,1194
3311414,28-05-2022,FALSE,98691,solo,rhoncus sed vestibulum,,53927,Hersch Burnitt,,48-226-8064,primary,1195
3311415,06-03-2020,TRUE,72230,mastercard,a odio in,,53937,Janene Bichard,,95-734-8194,primary,1196
3311416,20-08-2019,FALSE,65392,mastercard,ante vel ipsum praesent,,53940,Mallorie Crosio,,95-957-7776,primary,1197
3311417,03-10-2020,FALSE,60759,visa-electron,ac enim in,,63953,Johannah Frantsev,,26-753-3674,primary,1198
3311418,16-03-2022,FALSE,81710,visa-electron,rhoncus dui,,53993,Karissa Tredwell,,96-402-9640,primary,1199
3311419,27-05-2019,FALSE,88398,jcb,faucibus orci luctus et,,53999,Kai Polson,,46-682-8925,primary,1200
3311420,24-07-2020,FALSE,79328,jcb,scelerisque quam,,54039,Michele Bozier,,70-515-9169,primary,1201
3311421,21-08-2019,TRUE,85198,laser,penatibus et magnis,,54070,Bryanty Vasser,,38-618-5629,primary,1202
3311422,14-10-2020,TRUE,82992,visa,quis orci nullam molestie,,54074,Ciel Benge,,32-837-5995,primary,1203
3311423,21-07-2020,TRUE,85955,mastercard,elementum pellentesque,,54101,Zarah Rickerby,,16-870-4326,primary,1204
3311424,14-07-2021,FALSE,74442,china-unionpay,dapibus nulla suscipit ligula,,54104,Hendrik Flaxon,,92-163-4490,primary,1205
3311425,11-05-2021,FALSE,84754,visa,nunc vestibulum ante ipsum,,54125,Elianora Thickin,,87-152-4293,primary,1206
3311426,09-10-2021,FALSE,71724,bankcard,orci luctus et,,54126,Kora Chatters,,11-551-3226,primary,1207
3311427,10-07-2022,FALSE,96029,diners-club-international,quam sapien varius ut,,64193,Ignace Reichardt,,87-736-6306,primary,1208
3311428,11-03-2021,FALSE,82107,mastercard,sociis natoque penatibus,,54216,Loraine Lanphere,,47-527-7040,primary,1209
3311429,09-10-2019,TRUE,79449,jcb,tempus sit amet sem,,54228,Baillie Trotton,,49-281-0472,primary,1210
3311430,20-04-2020,FALSE,73784,solo,sagittis nam congue risus,,54241,Ernesta Gatsby,,24-556-3784,primary,1211
3311431,06-06-2019,TRUE,64013,maestro,parturient montes,,54246,Leonidas Korneichuk,,16-661-0634,primary,1212
3311432,19-06-2019,FALSE,63201,diners-club-carte-blanche,lacus morbi quis,,54249,Martica Banfield,,58-720-1808,primary,1213
3311433,06-01-2021,TRUE,94129,jcb,nullam sit amet,,54291,Brittne Boshell,,55-049-4796,primary,1214
3311434,18-03-2019,TRUE,60804,jcb,pretium quis,,54355,Coleman Ing,,61-615-9417,primary,1215
3311435,11-09-2018,FALSE,87235,diners-club-enroute,amet sapien,,54384,Magdalena Boanas,,51-402-9442,primary,1216
3311436,19-06-2019,FALSE,86875,maestro,nulla sed accumsan felis,,64419,Alanson Firman,,63-192-3525,primary,1217
3311437,06-07-2021,TRUE,73148,jcb,vel ipsum praesent blandit,,54549,Garey Geany,,16-636-4060,primary,1218
3311438,11-01-2022,TRUE,84032,jcb,eu nibh quisque id,,54584,Joey McGuckin,,93-518-1442,primary,1219
3311439,25-10-2021,FALSE,85094,jcb,ultrices vel augue,,54608,Jeramie Llewelly,,60-509-5358,primary,1220
3311440,15-08-2019,TRUE,74247,instapayment,libero convallis eget,,54638,Happy Metherell,,14-150-2549,primary,1221
3311441,07-04-2019,TRUE,63203,china-unionpay,adipiscing elit proin risus,,54709,Delmor Saby,,68-106-8704,primary,1222
3311442,03-11-2021,FALSE,95090,jcb,neque aenean auctor,,54778,Addy Houchin,,05-564-7409,primary,1223
3311443,18-10-2020,TRUE,66214,laser,est lacinia nisi,,54792,Iorgos Allard,,21-367-2334,primary,1224
3311444,04-08-2021,FALSE,67971,jcb,amet justo morbi ut,,54805,Palm Crewes,,38-869-3040,primary,1225
3311445,09-09-2021,TRUE,97520,diners-club-enroute,elit sodales scelerisque mauris,,54814,Matthaeus Gertz,,54-993-4026,primary,1226
3311446,18-12-2018,TRUE,60336,mastercard,cum sociis,,54870,Griffith Romayn,,16-291-1953,primary,1227
3311447,09-12-2019,FALSE,61132,visa-electron,odio elementum eu,,54903,Ame Steventon,,39-400-7420,primary,1228
3311448,15-09-2021,TRUE,67852,mastercard,in hac,,54926,Haroun Lain,,87-719-0607,primary,1229
3311449,04-11-2019,TRUE,98925,bankcard,aliquet at,,54938,Saidee Jocelyn,,06-095-3758,primary,1230
3311450,19-09-2021,TRUE,88033,jcb,massa id,,54951,Gibb Nottram,,69-894-7417,primary,1231
3311451,13-11-2018,TRUE,75911,jcb,consequat metus sapien ut,,54970,Alden Aggus,,96-851-0930,primary,1232
